"","bnum","react_id","all_r_per_g_homo","name","organism","reversible","direction"
"772","b2947","GTHS",TRUE,"gshB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"802","b3041","DB4PS",TRUE,"ribB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"814","b3063","TARTRt7pp",TRUE,"ttdT","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8141","b3063","TARTRt7pp_b",TRUE,"ttdT","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"815","b3073","PTRCTA",TRUE,"patA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"818","b3091","ALTRH",TRUE,"uxaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"824","b3124","GLYCK2",TRUE,"garK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"825","b3126","GLCRAL",TRUE,"garL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"826","b3128","GALCTD",TRUE,"garD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"828","b3172","ARGSS",TRUE,"argG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"829","b3176","PGAMT",TRUE,"glmM","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8291","b3176","PGAMT_b",TRUE,"glmM","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"830","b3177","DHPS2",TRUE,"folP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"831","b3187","OCTDPS",TRUE,"ispB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"832","b3189","UAGCVT",TRUE,"murA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"833","b3196","CAt6pp",TRUE,"yrbG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8331","b3196","CAt6pp_b",TRUE,"yrbG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"834","b3198","KDOPP",TRUE,"kdsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"835","b3222","AMANK",TRUE,"nanK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"836","b3223","AMANAPEr",TRUE,"nanE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8361","b3223","AMANAPEr_b",TRUE,"nanE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"837","b3224","ACNAMt2pp",TRUE,"nanT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"838","b3225","ACNML",TRUE,"nanA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"839","b3236","MDH",TRUE,"mdh","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8391","b3236","MDH_b",TRUE,"mdh","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"840","b3258","PNTOt4pp",TRUE,"panF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"841","b3288","FMETTRS",TRUE,"fmt","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"847","b3371","FRULYSDG",TRUE,"frlB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8471","b3371","FRULYSDG_b",TRUE,"frlB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"848","b3374","FRULYSK",TRUE,"frlD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"849","b3384","TRPTRS",TRUE,"trpS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"850","b3385","PGLYCP",TRUE,"gph","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"851","b3389","DHQS",TRUE,"aroB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"852","b3403","PPCK",TRUE,"pck","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"853","b3409","FE2abcpp",TRUE,"feoB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"854","b3412","PMEACPE",TRUE,"bioH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"862","b3425","CYANST",TRUE,"glpE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"863","b3429","GLCS1",TRUE,"glgA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"864","b3430","GLGC",TRUE,"glgC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"865","b3431","GLDBRAN2",TRUE,"glgX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"866","b3432","GLBRAN2",TRUE,"glgB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"867","b3433","ASAD",TRUE,"asd","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8671","b3433","ASAD_b",TRUE,"asd","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"868","b3447","GTHRDHpp",TRUE,"ggt","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"880","b3500","GTHOr",TRUE,"gor","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"8801","b3500","GTHOr_b",TRUE,"gor","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"881","b3502","ASO3t8pp",TRUE,"arsB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"882","b3519","TREH",TRUE,"treF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"883","b3526","DDGLK",TRUE,"kdgK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"903","b3571","AAMYLpp",TRUE,"malS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"904","b3572","VPAMTr",TRUE,"avtA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9041","b3572","VPAMTr_b",TRUE,"avtA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"905","b3575","DOGULNR",TRUE,"yiaK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"909","b3591","SELCYSS",TRUE,"selA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"910","b3600","M1PD",TRUE,"mtlD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9101","b3600","M1PD_b",TRUE,"mtlD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"911","b3607","SERAT",TRUE,"cysE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9111","b3607","SERAT_b",TRUE,"cysE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"912","b3608","G3PD2",TRUE,"gpsA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9121","b3608","G3PD2_b",TRUE,"gpsA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"913","b3616","THRD",TRUE,"tdh","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"914","b3617","GLYAT",TRUE,"kbl","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9141","b3617","GLYAT_b",TRUE,"kbl","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"915","b3619","AGMHE",TRUE,"hldD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"916","b3620","HEPT2",TRUE,"waaF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"917","b3621","HEPT1",TRUE,"waaC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"920","b3623","HEPT4",TRUE,"waaU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"921","b3624","MOAT3C",TRUE,"waaZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"922","b3625","HEPK2",TRUE,"waaY","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"923","b3626","GLCTR3",TRUE,"waaR","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"924","b3627","GLCTR2",TRUE,"waaO","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"925","b3628","GALT1",TRUE,"waaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"926","b3629","RHAT1",TRUE,"waaS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"927","b3630","HEPK1",TRUE,"waaP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"928","b3631","GLCTR1",TRUE,"waaG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"929","b3632","HEPT3",TRUE,"waaQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"932","b3634","PTPATi",TRUE,"coaD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"935","b3642","ORPT",TRUE,"pyrE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9351","b3642","ORPT_b",TRUE,"pyrE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"940","b3653","GLUt4pp",TRUE,"gltS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"942","b3665","ADD",TRUE,"adeD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"947","b3679","INOSTt4pp",TRUE,"yidK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"948","b3691","GALCTNt2pp",TRUE,"dgoT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"949","b3693","DDGALK",TRUE,"dgoK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"951","b3729","GF6PTA",TRUE,"glmS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"954","b3744","ASNS2",TRUE,"asnA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"955","b3752","RBK",TRUE,"rbsK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"962","b3779","GTPDPDP",TRUE,"gpp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"963","b3784","ACGAMT",TRUE,"wecA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"964","b3786","UAG2E",TRUE,"wecB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9641","b3786","UAG2E_b",TRUE,"wecB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"965","b3787","UACMAMO",TRUE,"wecC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"966","b3790","TDPADGAT",TRUE,"wecD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"967","b3791","TDPAGTA",TRUE,"wecE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"968","b3792","ECAtpp",TRUE,"wzxE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"969","b3794","ACMAMUT",TRUE,"wecG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"970","b3804","UPP3S",TRUE,"hemD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"971","b3805","HMBS",TRUE,"hemC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"972","b3806","ADNCYC",TRUE,"cyaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"973","b3809","DAPE",TRUE,"dapF","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"9731","b3809","DAPE_b",TRUE,"dapF","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1053","b3831","PYNP2r",TRUE,"udp","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"10531","b3831","PYNP2r_b",TRUE,"udp","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1056","b3835","OPHHX",TRUE,"ubiB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1065","b3867","CPPPGO2",TRUE,"hemN","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1066","b3882","GHBDHx",TRUE,"yihU","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"10661","b3882","GHBDHx_b",TRUE,"yihU","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1067","b3902","RMPA",TRUE,"rhaD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"10671","b3902","RMPA_b",TRUE,"rhaD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1070","b3904","RMK",TRUE,"rhaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1085","b3919","TPI",TRUE,"tpiA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"10851","b3919","TPI_b",TRUE,"tpiA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1086","b3926","GLYK",TRUE,"glpK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1090","b3930","DHNAOT4",TRUE,"menA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1091","b3939","SHSL1",TRUE,"metB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1092","b3941","MTHFR2",TRUE,"metF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1097","b3956","PPC",TRUE,"ppc","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1100","b3958","AGPR",TRUE,"argC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11001","b3958","AGPR_b",TRUE,"argC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1101","b3959","ACGK",TRUE,"argB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1102","b3960","ARGSL",TRUE,"argH","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11021","b3960","ARGSL_b",TRUE,"argH","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1103","b3967","GLUR",TRUE,"murI","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11031","b3967","GLUR_b",TRUE,"murI","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1104","b3972","UAPGR",TRUE,"murB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1105","b3974","PNTK",TRUE,"coaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1106","b3991","TYRL",TRUE,"thiG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1107","b3993","TMPPP",TRUE,"thiE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1108","b3994","AMPMS2",TRUE,"thiC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1109","b3997","UPPDC1",TRUE,"hemE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1110","b4005","PRAGSr",TRUE,"purD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11101","b4005","PRAGSr_b",TRUE,"purD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1113","b4013","HSST",TRUE,"metA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1114","b4015","ICL",TRUE,"aceA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1115","b4025","PGI",TRUE,"pgi","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11151","b4025","PGI_b",TRUE,"pgi","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1116","b4031","XYLt2pp",TRUE,"xylE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1124","b4039","CHRPL",TRUE,"ubiC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1125","b4040","HBZOPT",TRUE,"ubiA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1144","b4084","ALLK",TRUE,"alsK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1145","b4085","ALLULPE",TRUE,"alsE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11451","b4085","ALLULPE_b",TRUE,"alsE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1147","b4094","R15BPK",TRUE,"phnN","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1152","b4115","ARGAGMt7pp",TRUE,"adiC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11521","b4115","ARGAGMt7pp_b",TRUE,"adiC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1153","b4117","ARGDC",TRUE,"adiA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1154","b4119","GALS3",TRUE,"melA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1155","b4120","MELIBt2pp",TRUE,"melB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1160","b4132","CADVtpp",TRUE,"cadB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1161","b4139","ASPT",TRUE,"aspA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1171","b4177","ADSS",TRUE,"purA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1172","b4192","ASCBPL",TRUE,"ulaG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1173","b4197","X5PL3E",TRUE,"ulaE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1178","b4209","FESR",TRUE,"ytfE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1187","b4214","BPNT",TRUE,"cysQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1190","b4239","TRE6PH",TRUE,"treC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1192","b4258","VALTRS",TRUE,"valS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1195","b4266","5DGLCNR",TRUE,"idnO","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11951","b4266","5DGLCNR_b",TRUE,"idnO","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1199","b4322","MNNH",TRUE,"uxuA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1200","b4323","MANAO",TRUE,"uxuB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"12001","b4323","MANAO_b",TRUE,"uxuB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1201","b4356","GALCTNLt2pp",TRUE,"lgoT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1202","b4358","GALCTLO",TRUE,"lgoD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1206","b4381","DRPA",TRUE,"deoC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1214","b4388","PSP_L",TRUE,"serB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1217","b4474","FRULYSE",TRUE,"frlC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"12171","b4474","FRULYSE_b",TRUE,"frlC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1218","b4477","DDPGALA",TRUE,"dgoA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"12181","b4477","DDPGALA_b",TRUE,"dgoA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1219","b4478","GALCTND",TRUE,"dgoD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1220","b4481","AADDGT",TRUE,"wecF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
